 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Helium (gas).txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  1.3561E-04 g/cm3 = 2.0401E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
     He      2    100.00    100.00
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  40.00 keV   7.896E-01  9.241E+00  379.67 um    42.31 um    37.45 um
  45.00 keV   8.375E-01  9.304E+00  415.25 um    45.68 um    40.62 um
  50.00 keV   8.828E-01  9.344E+00  450.51 um    48.96 um    43.72 um
  55.00 keV   9.259E-01  9.366E+00  485.53 um    52.15 um    46.78 um
  60.00 keV   9.670E-01  9.375E+00  520.37 um    55.29 um    49.79 um
  65.00 keV   1.007E+00  9.372E+00  555.08 um    58.37 um    52.77 um
  70.00 keV   1.045E+00  9.360E+00  589.71 um    61.40 um    55.72 um
  80.00 keV   1.117E+00  9.317E+00  658.80 um    67.69 um    61.54 um
  90.00 keV   1.184E+00  9.255E+00  727.83 um    73.79 um    67.27 um
 100.00 keV   1.248E+00  9.179E+00  796.92 um    79.75 um    72.95 um
 110.00 keV   1.309E+00  9.096E+00  866.16 um    85.61 um    78.58 um
 120.00 keV   1.368E+00  9.006E+00  935.61 um    91.36 um    84.16 um
 130.00 keV   1.423E+00  8.913E+00    1.01 mm    97.04 um    89.72 um
 140.00 keV   1.477E+00  8.818E+00    1.08 mm   102.66 um    95.25 um
 150.00 keV   1.529E+00  8.722E+00    1.15 mm   108.21 um   100.77 um
 160.00 keV   1.579E+00  8.625E+00    1.22 mm   113.72 um   106.27 um
 170.00 keV   1.628E+00  8.529E+00    1.29 mm   119.17 um   111.75 um
 180.00 keV   1.717E+00  8.434E+00    1.36 mm   124.58 um   117.22 um
 200.00 keV   1.948E+00  8.246E+00    1.50 mm   135.87 um   128.05 um
 225.00 keV   2.149E+00  8.020E+00    1.68 mm   149.87 um   141.39 um
 250.00 keV   2.292E+00  7.805E+00    1.86 mm   163.40 um   154.61 um
 275.00 keV   2.402E+00  7.600E+00    2.04 mm   176.59 um   167.76 um
 300.00 keV   2.493E+00  7.406E+00    2.22 mm   189.52 um   180.86 um
 325.00 keV   2.573E+00  7.223E+00    2.40 mm   202.25 um   193.95 um
 350.00 keV   2.647E+00  7.049E+00    2.59 mm   214.79 um   207.04 um
 375.00 keV   2.719E+00  6.884E+00    2.78 mm   227.18 um   220.12 um
 400.00 keV   2.791E+00  6.728E+00    2.97 mm   239.42 um   233.20 um
 450.00 keV   2.934E+00  6.438E+00    3.35 mm   266.18 um   259.37 um
 500.00 keV   3.079E+00  6.176E+00    3.74 mm   292.00 um   285.50 um
 550.00 keV   3.224E+00  5.938E+00    4.14 mm   317.00 um   311.55 um
 600.00 keV   3.368E+00  5.720E+00    4.54 mm   341.26 um   337.48 um
 650.00 keV   3.510E+00  5.521E+00    4.94 mm   364.81 um   363.25 um
 700.00 keV   3.649E+00  5.337E+00    5.34 mm   387.72 um   388.85 um
 800.00 keV   3.921E+00  5.009E+00    6.16 mm   439.13 um   439.44 um
 900.00 keV   4.183E+00  4.726E+00    6.97 mm   486.98 um   489.05 um
   1.00 MeV   4.438E+00  4.478E+00    7.79 mm   531.82 um   537.58 um
   1.10 MeV   4.687E+00  4.258E+00    8.61 mm   574.04 um   584.94 um
   1.20 MeV   4.931E+00  4.062E+00    9.43 mm   613.89 um   631.07 um
   1.30 MeV   5.171E+00  3.887E+00   10.23 mm   651.61 um   675.95 um
   1.40 MeV   5.408E+00  3.728E+00   11.04 mm   687.37 um   719.56 um
   1.50 MeV   5.640E+00  3.584E+00   11.83 mm   721.32 um   761.90 um
   1.60 MeV   5.868E+00  3.452E+00   12.62 mm   753.60 um   802.99 um
   1.70 MeV   6.092E+00  3.331E+00   13.40 mm   784.34 um   842.84 um
   1.80 MeV   6.312E+00  3.219E+00   14.18 mm   813.65 um   881.50 um
   2.00 MeV   6.741E+00  3.020E+00   15.69 mm   881.29 um   955.36 um
   2.25 MeV   7.264E+00  2.808E+00   17.54 mm   963.44 um     1.04 mm
   2.50 MeV   7.784E+00  2.627E+00   19.33 mm     1.04 mm     1.12 mm
   2.75 MeV   8.312E+00  2.471E+00   21.06 mm     1.10 mm     1.20 mm
   3.00 MeV   8.857E+00  2.335E+00   22.72 mm     1.16 mm     1.26 mm
   3.25 MeV   9.425E+00  2.215E+00   24.33 mm     1.21 mm     1.33 mm
   3.50 MeV   1.002E+01  2.109E+00   25.87 mm     1.25 mm     1.39 mm
   3.75 MeV   1.063E+01  2.013E+00   27.36 mm     1.29 mm     1.44 mm
   4.00 MeV   1.127E+01  1.927E+00   28.78 mm     1.33 mm     1.49 mm
   4.50 MeV   1.260E+01  1.777E+00   31.44 mm     1.42 mm     1.58 mm
   5.00 MeV   1.397E+01  1.651E+00   33.89 mm     1.49 mm     1.65 mm
   5.50 MeV   1.538E+01  1.544E+00   36.15 mm     1.55 mm     1.72 mm
   6.00 MeV   1.680E+01  1.451E+00   38.24 mm     1.60 mm     1.78 mm
   6.50 MeV   1.822E+01  1.370E+00   40.18 mm     1.64 mm     1.83 mm
   7.00 MeV   1.961E+01  1.299E+00   41.99 mm     1.68 mm     1.87 mm
   8.00 MeV   2.233E+01  1.178E+00   45.31 mm     1.76 mm     1.94 mm
   9.00 MeV   2.489E+01  1.080E+00   48.28 mm     1.83 mm     2.00 mm
  10.00 MeV   2.728E+01  9.987E-01   51.00 mm     1.89 mm     2.05 mm
  11.00 MeV   2.950E+01  9.298E-01   53.50 mm     1.93 mm     2.09 mm
  12.00 MeV   3.154E+01  8.705E-01   55.85 mm     1.97 mm     2.13 mm
  13.00 MeV   3.342E+01  8.191E-01   58.06 mm     2.00 mm     2.16 mm
  14.00 MeV   3.515E+01  7.740E-01   60.15 mm     2.03 mm     2.19 mm
  15.00 MeV   3.674E+01  7.340E-01   62.16 mm     2.06 mm     2.21 mm
  16.00 MeV   3.821E+01  6.983E-01   64.09 mm     2.08 mm     2.23 mm
  17.00 MeV   3.957E+01  6.663E-01   65.95 mm     2.11 mm     2.25 mm
  18.00 MeV   4.084E+01  6.373E-01   67.75 mm     2.13 mm     2.27 mm
  20.00 MeV   4.312E+01  5.869E-01   71.21 mm     2.19 mm     2.30 mm
  22.50 MeV   4.559E+01  5.349E-01   75.31 mm     2.27 mm     2.34 mm
  25.00 MeV   4.775E+01  4.921E-01   79.22 mm     2.35 mm     2.37 mm
  27.50 MeV   4.966E+01  4.562E-01   82.96 mm     2.41 mm     2.39 mm
  30.00 MeV   5.137E+01  4.255E-01   86.58 mm     2.47 mm     2.42 mm
  32.50 MeV   5.294E+01  3.990E-01   90.08 mm     2.52 mm     2.44 mm
  35.00 MeV   5.437E+01  3.759E-01   93.49 mm     2.57 mm     2.46 mm
  37.50 MeV   5.570E+01  3.555E-01   96.82 mm     2.62 mm     2.47 mm
  40.00 MeV   5.694E+01  3.373E-01  100.07 mm     2.66 mm     2.49 mm
  45.00 MeV   5.920E+01  3.065E-01  106.38 mm     2.81 mm     2.52 mm
  50.00 MeV   6.121E+01  2.812E-01  112.47 mm     2.94 mm     2.54 mm
  55.00 MeV   6.302E+01  2.600E-01  118.38 mm     3.06 mm     2.57 mm
  60.00 MeV   6.464E+01  2.420E-01  124.13 mm     3.17 mm     2.59 mm
  65.00 MeV   6.610E+01  2.265E-01  129.75 mm     3.27 mm     2.60 mm
  70.00 MeV   6.741E+01  2.130E-01  135.25 mm     3.37 mm     2.62 mm
  80.00 MeV   6.964E+01  1.906E-01  145.98 mm     3.70 mm     2.65 mm
  90.00 MeV   7.139E+01  1.728E-01  156.41 mm     3.98 mm     2.68 mm
 100.00 MeV   7.275E+01  1.581E-01  166.61 mm     4.24 mm     2.70 mm
 110.00 MeV   7.377E+01  1.460E-01  176.66 mm     4.47 mm     2.72 mm
 120.00 MeV   7.451E+01  1.356E-01  186.58 mm     4.69 mm     2.75 mm
 130.00 MeV   7.502E+01  1.267E-01  196.43 mm     4.90 mm     2.77 mm
 140.00 MeV   7.533E+01  1.190E-01  206.22 mm     5.09 mm     2.78 mm
 150.00 MeV   7.548E+01  1.123E-01  215.98 mm     5.27 mm     2.80 mm
 160.00 MeV   7.550E+01  1.063E-01  225.74 mm     5.45 mm     2.82 mm
 170.00 MeV   7.540E+01  1.009E-01  235.49 mm     5.63 mm     2.83 mm
 180.00 MeV   7.545E+01  9.611E-02  245.26 mm     5.79 mm     2.85 mm
 200.00 MeV   7.529E+01  8.782E-02  264.80 mm     6.42 mm     2.88 mm
 225.00 MeV   7.416E+01  7.939E-02  289.45 mm     7.31 mm     2.92 mm
 250.00 MeV   7.313E+01  7.251E-02  314.46 mm     8.12 mm     2.95 mm
 275.00 MeV   7.197E+01  6.679E-02  339.85 mm     8.88 mm     2.99 mm
 300.00 MeV   7.075E+01  6.196E-02  365.66 mm     9.60 mm     3.02 mm
 325.00 MeV   6.950E+01  5.781E-02  391.93 mm    10.30 mm     3.06 mm
 350.00 MeV   6.825E+01  5.421E-02  418.68 mm    10.97 mm     3.09 mm
 375.00 MeV   6.700E+01  5.106E-02  445.93 mm    11.63 mm     3.12 mm
 400.00 MeV   6.578E+01  4.828E-02  473.68 mm    12.28 mm     3.16 mm
 450.00 MeV   6.340E+01  4.357E-02  530.75 mm    14.70 mm     3.23 mm
 500.00 MeV   6.115E+01  3.974E-02  589.94 mm    16.91 mm     3.30 mm
 550.00 MeV   5.902E+01  3.657E-02  651.30 mm    19.01 mm     3.37 mm
 600.00 MeV   5.700E+01  3.388E-02  714.84 mm    21.03 mm     3.45 mm
 650.00 MeV   5.510E+01  3.159E-02  780.61 mm    23.00 mm     3.53 mm
 700.00 MeV   5.330E+01  2.960E-02  848.63 mm    24.93 mm     3.61 mm
 800.00 MeV   4.996E+01  2.632E-02  991.53 mm    32.10 mm     3.78 mm
 900.00 MeV   4.694E+01  2.372E-02    1.14 m     38.66 mm     3.97 mm
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3561E-03                 eV / Angstrom
  1.3561E-02                keV / micron
  1.3561E-02                MeV / mm
  1.0000E+00                keV / (ug/cm2)
  1.0000E+00                MeV / (mg/cm2)
  1.0000E+03                keV / (mg/cm2)
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.8801E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
