 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Aluminum.txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
     Al     13    100.00    100.00
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  11.00 MeV   1.500E+01  7.895E-01    3.96 um     3162 A      3831 A
  12.00 MeV   1.579E+01  7.406E-01    4.18 um     3228 A      3944 A
  13.00 MeV   1.653E+01  6.980E-01    4.40 um     3285 A      4045 A
  14.00 MeV   1.720E+01  6.606E-01    4.61 um     3337 A      4137 A
  15.00 MeV   1.783E+01  6.273E-01    4.81 um     3384 A      4222 A
  16.00 MeV   1.842E+01  5.975E-01    5.01 um     3427 A      4299 A
  17.00 MeV   1.897E+01  5.707E-01    5.20 um     3466 A      4372 A
  18.00 MeV   1.949E+01  5.465E-01    5.38 um     3502 A      4439 A
  20.00 MeV   2.045E+01  5.042E-01    5.74 um     3586 A      4561 A
  22.50 MeV   2.152E+01  4.605E-01    6.17 um     3686 A      4695 A
  25.00 MeV   2.251E+01  4.243E-01    6.58 um     3774 A      4813 A
  27.50 MeV   2.342E+01  3.939E-01    6.97 um     3851 A      4918 A
  30.00 MeV   2.428E+01  3.679E-01    7.35 um     3921 A      5012 A
  32.50 MeV   2.510E+01  3.454E-01    7.72 um     3984 A      5098 A
  35.00 MeV   2.588E+01  3.257E-01    8.08 um     4042 A      5177 A
  37.50 MeV   2.663E+01  3.084E-01    8.43 um     4096 A      5249 A
  40.00 MeV   2.735E+01  2.929E-01    8.76 um     4145 A      5317 A
  45.00 MeV   2.871E+01  2.665E-01    9.42 um     4283 A      5438 A
  50.00 MeV   2.998E+01  2.448E-01   10.04 um     4405 A      5544 A
  55.00 MeV   3.115E+01  2.267E-01   10.64 um     4513 A      5639 A
  60.00 MeV   3.225E+01  2.112E-01   11.22 um     4610 A      5725 A
