 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C (gas).txt

 Ion = Strontium [38] , Mass = 88.90745 amu

 Target Density =  1.9100E-04 g/cm3 = 2.7705E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  17.00 MeV   4.655E+01  9.316E-01   36.37 mm     1.38 mm     1.57 mm
  18.00 MeV   4.828E+01  8.920E-01   37.45 mm     1.39 mm     1.59 mm
  20.00 MeV   5.142E+01  8.231E-01   39.51 mm     1.43 mm     1.62 mm
  22.50 MeV   5.480E+01  7.519E-01   41.94 mm     1.48 mm     1.65 mm
  25.00 MeV   5.766E+01  6.930E-01   44.23 mm     1.52 mm     1.68 mm
  27.50 MeV   6.012E+01  6.434E-01   46.43 mm     1.56 mm     1.70 mm
  30.00 MeV   6.224E+01  6.009E-01   48.54 mm     1.59 mm     1.72 mm
  32.50 MeV   6.408E+01  5.642E-01   50.59 mm     1.62 mm     1.74 mm
  35.00 MeV   6.569E+01  5.321E-01   52.59 mm     1.65 mm     1.76 mm
  37.50 MeV   6.712E+01  5.038E-01   54.55 mm     1.68 mm     1.78 mm
  40.00 MeV   6.840E+01  4.785E-01   56.46 mm     1.70 mm     1.79 mm
  45.00 MeV   7.059E+01  4.355E-01   60.20 mm     1.79 mm     1.82 mm
  50.00 MeV   7.241E+01  4.001E-01   63.84 mm     1.87 mm     1.84 mm
  55.00 MeV   7.394E+01  3.704E-01   67.40 mm     1.94 mm     1.86 mm
  60.00 MeV   7.525E+01  3.452E-01   70.89 mm     2.00 mm     1.88 mm
  65.00 MeV   7.636E+01  3.234E-01   74.33 mm     2.06 mm     1.90 mm
  70.00 MeV   7.731E+01  3.044E-01   77.72 mm     2.12 mm     1.92 mm
  80.00 MeV   7.879E+01  2.728E-01   84.40 mm     2.33 mm     1.95 mm
  90.00 MeV   7.981E+01  2.475E-01   90.98 mm     2.51 mm     1.98 mm
 100.00 MeV   8.045E+01  2.269E-01   97.49 mm     2.68 mm     2.00 mm
 110.00 MeV   8.080E+01  2.096E-01  103.96 mm     2.83 mm     2.03 mm
 120.00 MeV   8.091E+01  1.949E-01  110.42 mm     2.98 mm     2.05 mm
