 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Krypton in Butane, n-Butane (ICRU-340) (gas).txt

 Ion = Krypton [36] , Mass = 85.911 amu

 Target Density =  1.2700E-04 g/cm3 = 1.8422E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  45.00 MeV   7.231E+01  3.847E-01   95.05 mm     2.81 mm     2.91 mm
  50.00 MeV   7.401E+01  3.533E-01  100.40 mm     2.92 mm     2.94 mm
  55.00 MeV   7.526E+01  3.270E-01  105.65 mm     3.01 mm     2.97 mm
  60.00 MeV   7.615E+01  3.046E-01  110.83 mm     3.11 mm     3.00 mm
  65.00 MeV   7.677E+01  2.853E-01  115.95 mm     3.20 mm     3.02 mm
  70.00 MeV   7.716E+01  2.685E-01  121.05 mm     3.28 mm     3.05 mm
  80.00 MeV   7.746E+01  2.405E-01  131.20 mm     3.59 mm     3.09 mm
  90.00 MeV   7.729E+01  2.182E-01  141.34 mm     3.87 mm     3.13 mm
 100.00 MeV   7.683E+01  1.999E-01  151.53 mm     4.13 mm     3.17 mm
 110.00 MeV   7.617E+01  1.846E-01  161.80 mm     4.39 mm     3.20 mm
 120.00 MeV   7.541E+01  1.717E-01  172.16 mm     4.63 mm     3.24 mm
 130.00 MeV   7.457E+01  1.605E-01  182.64 mm     4.86 mm     3.27 mm
 140.00 MeV   7.371E+01  1.508E-01  193.24 mm     5.09 mm     3.30 mm
 150.00 MeV   7.284E+01  1.423E-01  203.96 mm     5.32 mm     3.33 mm
 160.00 MeV   7.197E+01  1.348E-01  214.82 mm     5.54 mm     3.36 mm
 170.00 MeV   7.112E+01  1.280E-01  225.80 mm     5.76 mm     3.39 mm
 180.00 MeV   7.053E+01  1.220E-01  236.90 mm     5.97 mm     3.42 mm
 200.00 MeV   6.873E+01  1.116E-01  259.49 mm     6.78 mm     3.48 mm
 225.00 MeV   6.689E+01  1.009E-01  288.48 mm     7.93 mm     3.56 mm
 250.00 MeV   6.555E+01  9.223E-02  318.16 mm     8.97 mm     3.63 mm
 275.00 MeV   6.433E+01  8.500E-02  348.44 mm     9.95 mm     3.71 mm
 300.00 MeV   6.321E+01  7.889E-02  379.27 mm    10.87 mm     3.78 mm
