 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 20, 2023
 ==================================================================

 Disk File Name = SRIM Outputs\Bromine in Butane, n-Butane (ICRU-340) (gas).txt

 Ion = Bromine [35] , Mass = 76.92138 amu

 Target Density =  1.9072E-04 g/cm3 = 2.7664E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =   eV / (1E15 atoms/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.75 MeV   1.007E+02  1.480E+01   14.72 mm   896.37 um     1.02 mm
   4.00 MeV   1.050E+02  1.418E+01   15.49 mm   919.62 um     1.05 mm
   4.50 MeV   1.138E+02  1.310E+01   16.95 mm   971.47 um     1.11 mm
   5.00 MeV   1.226E+02  1.219E+01   18.32 mm     1.02 mm     1.17 mm
   5.50 MeV   1.315E+02  1.141E+01   19.61 mm     1.05 mm     1.22 mm
   6.00 MeV   1.404E+02  1.074E+01   20.83 mm     1.08 mm     1.26 mm
   6.50 MeV   1.493E+02  1.015E+01   21.99 mm     1.11 mm     1.30 mm
   7.00 MeV   1.582E+02  9.624E+00   23.09 mm     1.14 mm     1.33 mm
   8.00 MeV   1.758E+02  8.743E+00   25.14 mm     1.20 mm     1.39 mm
   9.00 MeV   1.931E+02  8.024E+00   27.00 mm     1.24 mm     1.44 mm
  10.00 MeV   2.098E+02  7.426E+00   28.73 mm     1.28 mm     1.48 mm
  11.00 MeV   2.260E+02  6.919E+00   30.33 mm     1.31 mm     1.52 mm
  12.00 MeV   2.414E+02  6.483E+00   31.83 mm     1.34 mm     1.55 mm
  13.00 MeV   2.560E+02  6.104E+00   33.24 mm     1.36 mm     1.58 mm
  14.00 MeV   2.698E+02  5.771E+00   34.58 mm     1.38 mm     1.61 mm
  15.00 MeV   2.829E+02  5.476E+00   35.86 mm     1.40 mm     1.63 mm
  16.00 MeV   2.952E+02  5.213E+00   37.09 mm     1.42 mm     1.65 mm
  17.00 MeV   3.067E+02  4.976E+00   38.27 mm     1.43 mm     1.67 mm
  18.00 MeV   3.176E+02  4.761E+00   39.41 mm     1.45 mm     1.68 mm
  20.00 MeV   3.373E+02  4.388E+00   41.58 mm     1.49 mm     1.71 mm
  22.50 MeV   3.588E+02  4.003E+00   44.14 mm     1.54 mm     1.74 mm
  25.00 MeV   3.773E+02  3.685E+00   46.57 mm     1.59 mm     1.77 mm
  27.50 MeV   3.934E+02  3.418E+00   48.89 mm     1.62 mm     1.79 mm
  30.00 MeV   4.074E+02  3.190E+00   51.13 mm     1.66 mm     1.81 mm
  32.50 MeV   4.197E+02  2.993E+00   53.29 mm     1.69 mm     1.83 mm
  35.00 MeV   4.306E+02  2.820E+00   55.40 mm     1.72 mm     1.85 mm
  37.50 MeV   4.403E+02  2.668E+00   57.46 mm     1.75 mm     1.87 mm
