 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C (gas).txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  1.9100E-04 g/cm3 = 2.7705E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  40.00 keV   1.427E+00  9.559E+00  253.00 um    41.41 um    35.25 um
  45.00 keV   1.513E+00  9.676E+00  275.38 um    44.43 um    37.98 um
  50.00 keV   1.595E+00  9.765E+00  297.41 um    47.36 um    40.63 um
  55.00 keV   1.673E+00  9.833E+00  319.16 um    50.21 um    43.22 um
  60.00 keV   1.747E+00  9.885E+00  340.68 um    52.99 um    45.76 um
  65.00 keV   1.818E+00  9.922E+00  362.00 um    55.72 um    48.24 um
  70.00 keV   1.887E+00  9.948E+00  383.16 um    58.39 um    50.68 um
  80.00 keV   2.017E+00  9.973E+00  425.08 um    63.73 um    55.46 um
  90.00 keV   2.140E+00  9.971E+00  466.58 um    68.89 um    60.11 um
 100.00 keV   2.255E+00  9.950E+00  507.77 um    73.92 um    64.66 um
 110.00 keV   2.366E+00  9.915E+00  548.72 um    78.83 um    69.12 um
 120.00 keV   2.471E+00  9.868E+00  589.49 um    83.64 um    73.51 um
 130.00 keV   2.572E+00  9.814E+00  630.13 um    88.35 um    77.83 um
 140.00 keV   2.669E+00  9.754E+00  670.66 um    92.99 um    82.10 um
 150.00 keV   2.762E+00  9.690E+00  711.12 um    97.55 um    86.31 um
 160.00 keV   2.853E+00  9.622E+00  751.53 um   102.04 um    90.47 um
 170.00 keV   2.941E+00  9.552E+00  791.90 um   106.48 um    94.60 um
 180.00 keV   3.105E+00  9.481E+00  832.12 um   110.84 um    98.67 um
 200.00 keV   3.493E+00  9.334E+00  911.56 um   119.50 um   106.66 um
 225.00 keV   3.758E+00  9.150E+00    1.01 mm   130.00 um   116.37 um
 250.00 keV   3.908E+00  8.968E+00    1.11 mm   140.15 um   125.88 um
 275.00 keV   4.011E+00  8.789E+00    1.21 mm   150.08 um   135.25 um
 300.00 keV   4.099E+00  8.615E+00    1.31 mm   159.84 um   144.54 um
 325.00 keV   4.189E+00  8.447E+00    1.41 mm   169.44 um   153.74 um
 350.00 keV   4.286E+00  8.285E+00    1.51 mm   178.91 um   162.89 um
 375.00 keV   4.394E+00  8.128E+00    1.61 mm   188.22 um   171.97 um
 400.00 keV   4.513E+00  7.978E+00    1.71 mm   197.39 um   180.99 um
 450.00 keV   4.777E+00  7.695E+00    1.91 mm   216.14 um   198.84 um
 500.00 keV   5.068E+00  7.433E+00    2.12 mm   234.10 um   216.41 um
 550.00 keV   5.374E+00  7.190E+00    2.32 mm   251.29 um   233.65 um
 600.00 keV   5.685E+00  6.965E+00    2.52 mm   267.73 um   250.56 um
 650.00 keV   5.993E+00  6.756E+00    2.73 mm   283.47 um   267.11 um
 700.00 keV   6.294E+00  6.561E+00    2.93 mm   298.54 um   283.30 um
 800.00 keV   6.862E+00  6.208E+00    3.32 mm   329.16 um   314.64 um
 900.00 keV   7.373E+00  5.897E+00    3.71 mm   357.29 um   344.66 um
   1.00 MeV   7.827E+00  5.620E+00    4.10 mm   383.35 um   373.45 um
   1.10 MeV   8.229E+00  5.373E+00    4.48 mm   407.71 um   401.14 um
   1.20 MeV   8.588E+00  5.150E+00    4.85 mm   430.63 um   427.85 um
   1.30 MeV   8.912E+00  4.948E+00    5.23 mm   452.31 um   453.67 um
   1.40 MeV   9.209E+00  4.764E+00    5.60 mm   472.91 um   478.68 um
   1.50 MeV   9.485E+00  4.595E+00    5.96 mm   492.55 um   502.94 um
   1.60 MeV   9.745E+00  4.440E+00    6.33 mm   511.32 um   526.51 um
   1.70 MeV   9.993E+00  4.297E+00    6.69 mm   529.31 um   549.44 um
   1.80 MeV   1.023E+01  4.164E+00    7.05 mm   546.58 um   571.76 um
   2.00 MeV   1.069E+01  3.925E+00    7.76 mm   583.40 um   614.71 um
   2.25 MeV   1.125E+01  3.668E+00    8.64 mm   627.75 um   665.44 um
   2.50 MeV   1.181E+01  3.447E+00    9.50 mm   667.87 um   713.16 um
   2.75 MeV   1.236E+01  3.255E+00   10.34 mm   704.39 um   758.07 um
   3.00 MeV   1.292E+01  3.086E+00   11.16 mm   737.75 um   800.39 um
   3.25 MeV   1.350E+01  2.936E+00   11.96 mm   768.31 um   840.25 um
   3.50 MeV   1.408E+01  2.802E+00   12.74 mm   796.39 um   877.83 um
   3.75 MeV   1.468E+01  2.682E+00   13.50 mm   822.24 um   913.26 um
   4.00 MeV   1.528E+01  2.572E+00   14.23 mm   846.07 um   946.67 um
   4.50 MeV   1.653E+01  2.382E+00   15.65 mm   899.44 um     1.01 mm
   5.00 MeV   1.782E+01  2.221E+00   16.98 mm   944.74 um     1.06 mm
   5.50 MeV   1.914E+01  2.083E+00   18.24 mm   983.56 um     1.11 mm
   6.00 MeV   2.048E+01  1.963E+00   19.44 mm     1.02 mm     1.16 mm
   6.50 MeV   2.184E+01  1.858E+00   20.56 mm     1.05 mm     1.19 mm
   7.00 MeV   2.322E+01  1.764E+00   21.64 mm     1.07 mm     1.23 mm
   8.00 MeV   2.596E+01  1.606E+00   23.62 mm     1.13 mm     1.29 mm
   9.00 MeV   2.868E+01  1.477E+00   25.43 mm     1.18 mm     1.34 mm
  10.00 MeV   3.135E+01  1.369E+00   27.09 mm     1.22 mm     1.39 mm
  11.00 MeV   3.392E+01  1.277E+00   28.62 mm     1.25 mm     1.42 mm
  12.00 MeV   3.639E+01  1.198E+00   30.06 mm     1.28 mm     1.45 mm
  13.00 MeV   3.875E+01  1.129E+00   31.41 mm     1.30 mm     1.48 mm
  14.00 MeV   4.097E+01  1.069E+00   32.68 mm     1.32 mm     1.51 mm
  15.00 MeV   4.307E+01  1.015E+00   33.89 mm     1.34 mm     1.53 mm
  16.00 MeV   4.505E+01  9.667E-01   35.05 mm     1.35 mm     1.55 mm
  17.00 MeV   4.689E+01  9.234E-01   36.17 mm     1.37 mm     1.57 mm
  18.00 MeV   4.862E+01  8.842E-01   37.24 mm     1.38 mm     1.58 mm
  20.00 MeV   5.175E+01  8.159E-01   39.29 mm     1.42 mm     1.61 mm
  22.50 MeV   5.511E+01  7.452E-01   41.70 mm     1.47 mm     1.65 mm
  25.00 MeV   5.796E+01  6.868E-01   43.98 mm     1.51 mm     1.67 mm
  27.50 MeV   6.040E+01  6.376E-01   46.17 mm     1.55 mm     1.70 mm
  30.00 MeV   6.250E+01  5.955E-01   48.28 mm     1.58 mm     1.72 mm
  32.50 MeV   6.433E+01  5.591E-01   50.32 mm     1.61 mm     1.74 mm
  35.00 MeV   6.593E+01  5.273E-01   52.31 mm     1.64 mm     1.75 mm
  37.50 MeV   6.735E+01  4.992E-01   54.26 mm     1.67 mm     1.77 mm
  40.00 MeV   6.862E+01  4.741E-01   56.17 mm     1.69 mm     1.78 mm
  45.00 MeV   7.079E+01  4.315E-01   59.90 mm     1.78 mm     1.81 mm
  50.00 MeV   7.259E+01  3.964E-01   63.53 mm     1.86 mm     1.83 mm
  55.00 MeV   7.411E+01  3.670E-01   67.07 mm     1.93 mm     1.85 mm
  60.00 MeV   7.541E+01  3.420E-01   70.56 mm     1.99 mm     1.87 mm
  65.00 MeV   7.651E+01  3.204E-01   73.99 mm     2.05 mm     1.89 mm
  70.00 MeV   7.745E+01  3.015E-01   77.37 mm     2.11 mm     1.91 mm
  80.00 MeV   7.890E+01  2.702E-01   84.04 mm     2.32 mm     1.94 mm
  90.00 MeV   7.989E+01  2.452E-01   90.61 mm     2.50 mm     1.97 mm
 100.00 MeV   8.050E+01  2.247E-01   97.12 mm     2.67 mm     1.99 mm
 110.00 MeV   8.082E+01  2.076E-01  103.59 mm     2.83 mm     2.02 mm
 120.00 MeV   8.091E+01  1.931E-01  110.05 mm     2.97 mm     2.04 mm
 130.00 MeV   8.082E+01  1.806E-01  116.51 mm     3.11 mm     2.06 mm
 140.00 MeV   8.058E+01  1.697E-01  122.98 mm     3.25 mm     2.08 mm
 150.00 MeV   8.024E+01  1.601E-01  129.48 mm     3.38 mm     2.10 mm
 160.00 MeV   7.981E+01  1.517E-01  136.01 mm     3.50 mm     2.12 mm
 170.00 MeV   7.932E+01  1.441E-01  142.57 mm     3.63 mm     2.14 mm
 180.00 MeV   7.894E+01  1.373E-01  149.18 mm     3.75 mm     2.16 mm
 200.00 MeV   7.780E+01  1.256E-01  162.52 mm     4.20 mm     2.19 mm
 225.00 MeV   7.597E+01  1.136E-01  179.52 mm     4.84 mm     2.24 mm
 250.00 MeV   7.473E+01  1.039E-01  196.87 mm     5.43 mm     2.28 mm
 275.00 MeV   7.347E+01  9.575E-02  214.51 mm     5.98 mm     2.33 mm
 300.00 MeV   7.221E+01  8.888E-02  232.46 mm     6.50 mm     2.37 mm
 325.00 MeV   7.097E+01  8.298E-02  250.72 mm     6.99 mm     2.41 mm
 350.00 MeV   6.976E+01  7.786E-02  269.30 mm     7.47 mm     2.46 mm
 375.00 MeV   6.858E+01  7.337E-02  288.21 mm     7.94 mm     2.50 mm
 400.00 MeV   6.744E+01  6.940E-02  307.43 mm     8.40 mm     2.55 mm
 450.00 MeV   6.525E+01  6.268E-02  346.87 mm    10.08 mm     2.63 mm
 500.00 MeV   6.318E+01  5.721E-02  387.61 mm    11.62 mm     2.73 mm
 550.00 MeV   6.122E+01  5.267E-02  429.68 mm    13.06 mm     2.82 mm
 600.00 MeV   5.937E+01  4.883E-02  473.07 mm    14.43 mm     2.92 mm
 650.00 MeV   5.761E+01  4.555E-02  517.81 mm    15.76 mm     3.01 mm
 700.00 MeV   5.594E+01  4.269E-02  563.89 mm    17.06 mm     3.12 mm
 800.00 MeV   5.284E+01  3.799E-02  660.16 mm    21.83 mm     3.33 mm
 900.00 MeV   5.001E+01  3.427E-02  761.97 mm    26.16 mm     3.55 mm
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.9099E-03                 eV / Angstrom
  1.9099E-02                keV / micron
  1.9099E-02                MeV / mm
  1.0000E+00                keV / (ug/cm2)
  1.0000E+00                MeV / (mg/cm2)
  1.0000E+03                keV / (mg/cm2)
  6.8938E+00                 eV / (1E15 atoms/cm2)
  3.3475E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
