 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 11, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C (gas).txt

 Ion = Strontium [38] , Mass = 88.9074 amu

 Target Density =  1.5890E-04 g/cm3 = 2.3049E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  40.00 keV   1.418E+00  9.557E+00  305.00 um    49.71 um    42.32 um
  45.00 keV   1.505E+00  9.675E+00  331.92 um    53.33 um    45.60 um
  50.00 keV   1.586E+00  9.766E+00  358.44 um    56.84 um    48.78 um
  55.00 keV   1.663E+00  9.836E+00  384.61 um    60.26 um    51.88 um
  60.00 keV   1.737E+00  9.888E+00  410.50 um    63.59 um    54.92 um
  65.00 keV   1.808E+00  9.927E+00  436.16 um    66.85 um    57.90 um
  70.00 keV   1.876E+00  9.954E+00  461.61 um    70.05 um    60.83 um
  80.00 keV   2.006E+00  9.981E+00  512.03 um    76.44 um    66.56 um
  90.00 keV   2.128E+00  9.981E+00  561.94 um    82.63 um    72.13 um
 100.00 keV   2.243E+00  9.962E+00  611.47 um    88.65 um    77.59 um
 110.00 keV   2.352E+00  9.928E+00  660.71 um    94.53 um    82.93 um
 120.00 keV   2.457E+00  9.883E+00  709.73 um   100.28 um    88.19 um
 130.00 keV   2.557E+00  9.831E+00  758.59 um   105.93 um    93.37 um
 140.00 keV   2.654E+00  9.772E+00  807.32 um   111.48 um    98.48 um
 150.00 keV   2.747E+00  9.709E+00  855.95 um   116.94 um   103.53 um
 160.00 keV   2.837E+00  9.642E+00  904.52 um   122.32 um   108.52 um
 170.00 keV   2.924E+00  9.573E+00  953.04 um   127.63 um   113.46 um
 180.00 keV   3.051E+00  9.503E+00    1.00 mm   132.86 um   118.35 um
 200.00 keV   3.459E+00  9.358E+00    1.10 mm   143.27 um   127.93 um
 225.00 keV   3.738E+00  9.175E+00    1.22 mm   155.85 um   139.58 um
 250.00 keV   3.894E+00  8.994E+00    1.33 mm   168.01 um   150.97 um
 275.00 keV   3.999E+00  8.817E+00    1.45 mm   179.89 um   162.20 um
 300.00 keV   4.088E+00  8.644E+00    1.57 mm   191.57 um   173.32 um
 325.00 keV   4.175E+00  8.477E+00    1.69 mm   203.07 um   184.35 um
 350.00 keV   4.270E+00  8.315E+00    1.81 mm   214.39 um   195.30 um
 375.00 keV   4.375E+00  8.159E+00    1.93 mm   225.54 um   206.17 um
 400.00 keV   4.490E+00  8.010E+00    2.06 mm   236.52 um   216.98 um
 450.00 keV   4.749E+00  7.727E+00    2.30 mm   259.00 um   238.37 um
 500.00 keV   5.034E+00  7.465E+00    2.55 mm   280.55 um   259.42 um
 550.00 keV   5.336E+00  7.223E+00    2.79 mm   301.17 um   280.10 um
 600.00 keV   5.643E+00  6.998E+00    3.04 mm   320.92 um   300.37 um
 650.00 keV   5.949E+00  6.789E+00    3.28 mm   339.82 um   320.22 um
 700.00 keV   6.248E+00  6.594E+00    3.52 mm   357.94 um   339.66 um
 800.00 keV   6.813E+00  6.241E+00    3.99 mm   394.77 um   377.29 um
 900.00 keV   7.324E+00  5.929E+00    4.46 mm   428.60 um   413.33 um
   1.00 MeV   7.778E+00  5.652E+00    4.93 mm   459.96 um   447.92 um
   1.10 MeV   8.182E+00  5.405E+00    5.38 mm   489.27 um   481.19 um
   1.20 MeV   8.542E+00  5.181E+00    5.84 mm   516.84 um   513.28 um
   1.30 MeV   8.867E+00  4.979E+00    6.29 mm   542.92 um   544.30 um
   1.40 MeV   9.164E+00  4.794E+00    6.73 mm   567.71 um   574.35 um
   1.50 MeV   9.439E+00  4.625E+00    7.17 mm   591.34 um   603.51 um
   1.60 MeV   9.699E+00  4.469E+00    7.61 mm   613.93 um   631.84 um
   1.70 MeV   9.946E+00  4.325E+00    8.05 mm   635.58 um   659.40 um
   1.80 MeV   1.018E+01  4.192E+00    8.48 mm   656.37 um   686.23 um
   2.00 MeV   1.064E+01  3.952E+00    9.34 mm   700.72 um   737.88 um
   2.25 MeV   1.120E+01  3.693E+00   10.40 mm   754.17 um   798.91 um
   2.50 MeV   1.174E+01  3.472E+00   11.43 mm   802.56 um   856.34 um
   2.75 MeV   1.229E+01  3.279E+00   12.44 mm   846.62 um   910.43 um
   3.00 MeV   1.285E+01  3.109E+00   13.43 mm   886.91 um   961.42 um
   3.25 MeV   1.341E+01  2.958E+00   14.40 mm   923.84 um     1.01 mm
   3.50 MeV   1.399E+01  2.823E+00   15.34 mm   957.80 um     1.05 mm
   3.75 MeV   1.457E+01  2.702E+00   16.25 mm   989.08 um     1.10 mm
   4.00 MeV   1.517E+01  2.592E+00   17.14 mm     1.02 mm     1.14 mm
   4.50 MeV   1.640E+01  2.400E+00   18.85 mm     1.08 mm     1.21 mm
   5.00 MeV   1.767E+01  2.238E+00   20.47 mm     1.14 mm     1.28 mm
   5.50 MeV   1.898E+01  2.099E+00   21.99 mm     1.18 mm     1.34 mm
   6.00 MeV   2.030E+01  1.979E+00   23.44 mm     1.23 mm     1.39 mm
   6.50 MeV   2.164E+01  1.873E+00   24.80 mm     1.26 mm     1.44 mm
   7.00 MeV   2.300E+01  1.779E+00   26.10 mm     1.29 mm     1.48 mm
   8.00 MeV   2.572E+01  1.619E+00   28.51 mm     1.37 mm     1.56 mm
   9.00 MeV   2.841E+01  1.489E+00   30.70 mm     1.42 mm     1.62 mm
  10.00 MeV   3.105E+01  1.380E+00   32.71 mm     1.47 mm     1.67 mm
  11.00 MeV   3.361E+01  1.288E+00   34.57 mm     1.51 mm     1.72 mm
  12.00 MeV   3.607E+01  1.208E+00   36.31 mm     1.54 mm     1.75 mm
  13.00 MeV   3.841E+01  1.139E+00   37.95 mm     1.57 mm     1.79 mm
  14.00 MeV   4.063E+01  1.078E+00   39.49 mm     1.60 mm     1.82 mm
  15.00 MeV   4.273E+01  1.024E+00   40.96 mm     1.62 mm     1.85 mm
  16.00 MeV   4.470E+01  9.752E-01   42.37 mm     1.64 mm     1.87 mm
  17.00 MeV   4.655E+01  9.316E-01   43.72 mm     1.65 mm     1.89 mm
  18.00 MeV   4.828E+01  8.920E-01   45.02 mm     1.67 mm     1.91 mm
  20.00 MeV   5.142E+01  8.231E-01   47.49 mm     1.72 mm     1.95 mm
  22.50 MeV   5.480E+01  7.519E-01   50.41 mm     1.78 mm     1.99 mm
  25.00 MeV   5.766E+01  6.930E-01   53.17 mm     1.83 mm     2.02 mm
  27.50 MeV   6.012E+01  6.434E-01   55.81 mm     1.87 mm     2.05 mm
  30.00 MeV   6.224E+01  6.009E-01   58.35 mm     1.91 mm     2.07 mm
  32.50 MeV   6.408E+01  5.642E-01   60.81 mm     1.95 mm     2.10 mm
  35.00 MeV   6.569E+01  5.321E-01   63.22 mm     1.98 mm     2.12 mm
  37.50 MeV   6.712E+01  5.038E-01   65.57 mm     2.02 mm     2.14 mm
  40.00 MeV   6.840E+01  4.785E-01   67.87 mm     2.05 mm     2.15 mm
  45.00 MeV   7.059E+01  4.355E-01   72.36 mm     2.15 mm     2.19 mm
  50.00 MeV   7.241E+01  4.001E-01   76.74 mm     2.24 mm     2.21 mm
  55.00 MeV   7.394E+01  3.704E-01   81.01 mm     2.33 mm     2.24 mm
  60.00 MeV   7.525E+01  3.452E-01   85.21 mm     2.41 mm     2.26 mm
  65.00 MeV   7.636E+01  3.234E-01   89.34 mm     2.48 mm     2.28 mm
  70.00 MeV   7.731E+01  3.044E-01   93.42 mm     2.55 mm     2.31 mm
  80.00 MeV   7.879E+01  2.728E-01  101.45 mm     2.80 mm     2.34 mm
  90.00 MeV   7.981E+01  2.475E-01  109.35 mm     3.02 mm     2.38 mm
 100.00 MeV   8.045E+01  2.269E-01  117.18 mm     3.22 mm     2.41 mm
 110.00 MeV   8.080E+01  2.096E-01  124.97 mm     3.41 mm     2.43 mm
 120.00 MeV   8.091E+01  1.949E-01  132.73 mm     3.58 mm     2.46 mm
 130.00 MeV   8.084E+01  1.823E-01  140.49 mm     3.75 mm     2.49 mm
 140.00 MeV   8.063E+01  1.713E-01  148.27 mm     3.91 mm     2.51 mm
 150.00 MeV   8.030E+01  1.617E-01  156.07 mm     4.07 mm     2.54 mm
 160.00 MeV   7.990E+01  1.531E-01  163.91 mm     4.22 mm     2.56 mm
 170.00 MeV   7.942E+01  1.455E-01  171.80 mm     4.36 mm     2.58 mm
 180.00 MeV   7.899E+01  1.387E-01  179.73 mm     4.51 mm     2.61 mm
 200.00 MeV   7.799E+01  1.268E-01  195.74 mm     5.05 mm     2.65 mm
 225.00 MeV   7.610E+01  1.147E-01  216.13 mm     5.82 mm     2.70 mm
 250.00 MeV   7.487E+01  1.049E-01  236.95 mm     6.52 mm     2.76 mm
 275.00 MeV   7.363E+01  9.670E-02  258.11 mm     7.18 mm     2.81 mm
 300.00 MeV   7.238E+01  8.976E-02  279.64 mm     7.80 mm     2.86 mm
 325.00 MeV   7.115E+01  8.380E-02  301.53 mm     8.40 mm     2.91 mm
 350.00 MeV   6.995E+01  7.863E-02  323.81 mm     8.97 mm     2.96 mm
 375.00 MeV   6.878E+01  7.410E-02  346.47 mm     9.53 mm     3.02 mm
 400.00 MeV   6.764E+01  7.009E-02  369.51 mm    10.08 mm     3.07 mm
 450.00 MeV   6.546E+01  6.331E-02  416.76 mm    12.09 mm     3.18 mm
 500.00 MeV   6.340E+01  5.779E-02  465.57 mm    13.93 mm     3.28 mm
 550.00 MeV   6.146E+01  5.320E-02  515.95 mm    15.65 mm     3.40 mm
 600.00 MeV   5.962E+01  4.932E-02  567.90 mm    17.29 mm     3.51 mm
 650.00 MeV   5.787E+01  4.600E-02  621.44 mm    18.88 mm     3.63 mm
 700.00 MeV   5.620E+01  4.312E-02  676.59 mm    20.43 mm     3.75 mm
 800.00 MeV   5.311E+01  3.837E-02  791.74 mm    26.14 mm     4.00 mm
 900.00 MeV   5.029E+01  3.461E-02  913.48 mm    31.30 mm     4.27 mm
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.5889E-03                 eV / Angstrom
  1.5889E-02                keV / micron
  1.5889E-02                MeV / mm
  1.0000E+00                keV / (ug/cm2)
  1.0000E+00                MeV / (mg/cm2)
  1.0000E+03                keV / (mg/cm2)
  6.8938E+00                 eV / (1E15 atoms/cm2)
  3.3458E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
