 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Mylar.txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    036.36    004.20
      C      6    045.45    062.50
      O      8    018.18    033.30
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   2.028E+01  1.050E+00    5.50 um     3038 A      3687 A
  11.00 MeV   2.185E+01  9.786E-01    5.82 um     3112 A      3794 A
  12.00 MeV   2.334E+01  9.175E-01    6.12 um     3176 A      3887 A
  13.00 MeV   2.474E+01  8.643E-01    6.41 um     3232 A      3970 A
  14.00 MeV   2.607E+01  8.175E-01    6.68 um     3281 A      4043 A
  15.00 MeV   2.732E+01  7.760E-01    6.94 um     3324 A      4109 A
  16.00 MeV   2.850E+01  7.390E-01    7.19 um     3363 A      4169 A
  17.00 MeV   2.960E+01  7.056E-01    7.43 um     3399 A      4224 A
  18.00 MeV   3.065E+01  6.754E-01    7.66 um     3431 A      4274 A
  20.00 MeV   3.257E+01  6.228E-01    8.10 um     3516 A      4363 A
  22.50 MeV   3.470E+01  5.685E-01    8.62 um     3622 A      4459 A
  25.00 MeV   3.659E+01  5.236E-01    9.12 um     3713 A      4541 A
  27.50 MeV   3.829E+01  4.859E-01    9.59 um     3793 A      4612 A
  30.00 MeV   3.983E+01  4.537E-01   10.04 um     3865 A      4676 A
  32.50 MeV   4.124E+01  4.258E-01   10.47 um     3929 A      4733 A
  35.00 MeV   4.254E+01  4.014E-01   10.90 um     3988 A      4785 A
