 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 29, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Str in 1-3 Butadiene (ICRU-334) (gas).txt

 Ion = Strontium [38] , Mass = 87.90561 amu

 Target Density =  1.5892E-04 g/cm3 = 1.7692E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    060.00    011.18   
      C      6    040.00    088.82   
 ====================================
 Bragg Correction = 1.20%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 110.00 MeV   7.119E+01  1.842E-01  141.26 mm     3.91 mm     2.92 mm  
 120.00 MeV   7.148E+01  1.713E-01  150.06 mm     4.11 mm     2.95 mm  
 130.00 MeV   7.161E+01  1.602E-01  158.83 mm     4.30 mm     2.99 mm  
 140.00 MeV   7.160E+01  1.506E-01  167.60 mm     4.48 mm     3.02 mm  
 150.00 MeV   7.148E+01  1.421E-01  176.38 mm     4.65 mm     3.05 mm  
 160.00 MeV   7.129E+01  1.345E-01  185.17 mm     4.82 mm     3.08 mm  
 170.00 MeV   7.102E+01  1.278E-01  194.00 mm     4.98 mm     3.11 mm  
 180.00 MeV   7.081E+01  1.218E-01  202.86 mm     5.14 mm     3.13 mm  
 200.00 MeV   6.994E+01  1.114E-01  220.71 mm     5.73 mm     3.19 mm  
 225.00 MeV   6.854E+01  1.008E-01  243.40 mm     6.57 mm     3.25 mm  
 250.00 MeV   6.768E+01  9.209E-02  266.47 mm     7.34 mm     3.32 mm  
 275.00 MeV   6.674E+01  8.488E-02  289.85 mm     8.06 mm     3.38 mm  
 300.00 MeV   6.575E+01  7.878E-02  313.57 mm     8.73 mm     3.44 mm  
 325.00 MeV   6.475E+01  7.355E-02  337.65 mm     9.38 mm     3.51 mm  
 350.00 MeV   6.374E+01  6.900E-02  362.12 mm    10.00 mm     3.57 mm  
 375.00 MeV   6.273E+01  6.502E-02  386.97 mm    10.60 mm     3.63 mm  
 400.00 MeV   6.172E+01  6.149E-02  412.23 mm    11.19 mm     3.69 mm  
 450.00 MeV   5.977E+01  5.554E-02  463.99 mm    13.38 mm     3.82 mm  
 500.00 MeV   5.789E+01  5.069E-02  517.45 mm    15.37 mm     3.95 mm  
